id,name,height,weight,generation,moves,forms,hp,attack,defense,special_attack,special_defense,speed,abilities,primary_type,secondary_type
756,shiinotic,10,115,7,"['hyper-beam', 'absorb', 'mega-drain', 'solar-beam', 'sleep-powder', 'thunder-wave', 'toxic', 'double-team', 'confuse-ray', 'light-screen', 'amnesia', 'dream-eater', 'spore', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'synthesis', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'magic-coat', 'recycle', 'astonish', 'weather-ball', 'signal-beam', 'worry-seed', 'seed-bomb', 'drain-punch', 'energy-ball', 'giga-impact', 'grass-knot', 'charge-beam', 'wonder-room', 'magic-room', 'after-you', 'round', 'draining-kiss', 'moonblast', 'confide', 'dazzling-gleam', 'strength-sap', 'spotlight', 'pollen-puff']",['shiinotic'],60,45,80,90,100,30,"['illuminate', 'effect-spore', 'rain-dish']",grass,fairy
757,salandit,6,48,7,"['double-slap', 'scratch', 'sand-attack', 'take-down', 'ember', 'flamethrower', 'dragon-rage', 'thunder-wave', 'toxic', 'agility', 'double-team', 'smog', 'fire-blast', 'swift', 'poison-gas', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'iron-tail', 'hidden-power', 'sunny-day', 'beat-up', 'fake-out', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'snatch', 'poison-fang', 'overheat', 'dragon-claw', 'poison-tail', 'covet', 'payback', 'fling', 'toxic-spikes', 'flare-blitz', 'poison-jab', 'dragon-pulse', 'nasty-plot', 'shadow-claw', 'fire-fang', 'gunk-shot', 'venoshock', 'flame-burst', 'sludge-wave', 'flame-charge', 'acid-spray', 'foul-play', 'round', 'incinerate', 'belch', 'confide', 'venom-drench', 'scale-shot', 'skitter-smack', 'burning-jealousy', 'tera-blast', 'trailblaze', 'temper-flare']",['salandit'],48,44,40,71,40,77,"['corrosion', 'oblivious']",poison,fire
758,salazzle,12,222,7,"['pound', 'double-slap', 'scratch', 'body-slam', 'take-down', 'disable', 'ember', 'flamethrower', 'hyper-beam', 'dragon-rage', 'thunder-wave', 'toxic', 'agility', 'double-team', 'smog', 'fire-blast', 'swift', 'poison-gas', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'sweet-scent', 'iron-tail', 'hidden-power', 'sunny-day', 'beat-up', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'snatch', 'hyper-voice', 'poison-fang', 'fake-tears', 'overheat', 'dragon-claw', 'poison-tail', 'covet', 'dragon-dance', 'payback', 'fling', 'toxic-spikes', 'flare-blitz', 'poison-jab', 'dragon-pulse', 'giga-impact', 'nasty-plot', 'shadow-claw', 'fire-fang', 'cross-poison', 'gunk-shot', 'captivate', 'venoshock', 'flame-burst', 'sludge-wave', 'flame-charge', 'acid-spray', 'foul-play', 'round', 'incinerate', 'acrobatics', 'dragon-tail', 'confide', 'venom-drench', 'laser-focus', 'fire-lash', 'breaking-swipe', 'scale-shot', 'skitter-smack', 'burning-jealousy', 'corrosive-gas', 'tera-blast', 'trailblaze', 'dragon-cheer', 'temper-flare']",['salazzle'],68,64,60,111,60,117,"['corrosion', 'oblivious']",poison,fire
759,stufful,5,68,7,"['mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'bind', 'stomp', 'mega-kick', 'tackle', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'strength', 'earthquake', 'toxic', 'double-team', 'defense-curl', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'flail', 'protect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'facade', 'focus-punch', 'taunt', 'role-play', 'superpower', 'brick-break', 'rock-tomb', 'aerial-ace', 'bulk-up', 'hammer-arm', 'payback', 'fling', 'force-palm', 'focus-blast', 'zen-headbutt', 'iron-head', 'wide-guard', 'low-sweep', 'round', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'baby-doll-eyes', 'brutal-swing', 'stomping-tantrum', 'coaching']",['stufful'],70,75,50,45,50,50,"['fluffy', 'klutz', 'cute-charm']",normal,fighting
760,bewear,21,1350,7,"['mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'bind', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'hyper-beam', 'low-kick', 'strength', 'earthquake', 'toxic', 'double-team', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'flail', 'reversal', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'facade', 'focus-punch', 'taunt', 'role-play', 'superpower', 'revenge', 'brick-break', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'bulk-up', 'hammer-arm', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'iron-head', 'low-sweep', 'round', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'baby-doll-eyes', 'darkest-lariat', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'body-press', 'coaching']",['bewear'],120,125,80,55,60,60,"['fluffy', 'klutz', 'unnerve']",normal,fighting
761,bounsweet,3,32,7,"['take-down', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'endeavor', 'teeter-dance', 'aromatherapy', 'grass-whistle', 'bullet-seed', 'bounce', 'covet', 'magical-leaf', 'feint', 'acupressure', 'worry-seed', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'leaf-storm', 'grass-knot', 'round', 'draining-kiss', 'grassy-terrain', 'play-rough', 'play-nice', 'confide', 'aromatic-mist', 'dazzling-gleam', 'grassy-glide', 'tera-blast', 'trailblaze']",['bounsweet'],42,30,38,30,38,32,"['leaf-guard', 'oblivious', 'sweet-veil']",grass,
762,steenee,7,82,7,"['double-slap', 'stomp', 'take-down', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'knock-off', 'endeavor', 'teeter-dance', 'aromatherapy', 'bullet-seed', 'bounce', 'covet', 'magical-leaf', 'payback', 'fling', 'worry-seed', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'leaf-storm', 'captivate', 'grass-knot', 'low-sweep', 'round', 'petal-blizzard', 'draining-kiss', 'grassy-terrain', 'play-rough', 'play-nice', 'confide', 'aromatic-mist', 'dazzling-gleam', 'grassy-glide', 'triple-axel', 'tera-blast', 'trailblaze']",['steenee'],52,40,48,40,48,62,"['leaf-guard', 'oblivious', 'sweet-veil']",grass,
763,tsareena,12,214,7,"['double-slap', 'stomp', 'mega-kick', 'take-down', 'hyper-beam', 'low-kick', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'swift', 'high-jump-kick', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'teeter-dance', 'aromatherapy', 'bullet-seed', 'bounce', 'covet', 'magical-leaf', 'u-turn', 'payback', 'fling', 'punishment', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'zen-headbutt', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'low-sweep', 'round', 'acrobatics', 'petal-blizzard', 'draining-kiss', 'grassy-terrain', 'play-rough', 'play-nice', 'confide', 'aromatic-mist', 'dazzling-gleam', 'solar-blade', 'laser-focus', 'trop-kick', 'grassy-glide', 'triple-axel', 'tera-blast', 'trailblaze']",['tsareena'],72,120,98,50,98,72,"['leaf-guard', 'queenly-majesty', 'sweet-veil']",grass,
764,comfey,1,3,7,"['bind', 'vine-whip', 'wrap', 'hyper-beam', 'leech-seed', 'growth', 'solar-beam', 'petal-dance', 'toxic', 'double-team', 'light-screen', 'swift', 'amnesia', 'rest', 'substitute', 'thief', 'snore', 'protect', 'sweet-kiss', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'facade', 'nature-power', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'knock-off', 'aromatherapy', 'bullet-seed', 'covet', 'magical-leaf', 'calm-mind', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'defog', 'trick-room', 'grass-knot', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'acrobatics', 'leaf-tornado', 'petal-blizzard', 'disarming-voice', 'draining-kiss', 'flower-shield', 'grassy-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'floral-healing', 'pollen-puff', 'grassy-glide', 'tera-blast', 'trailblaze', 'alluring-voice']",['comfey'],51,52,90,82,110,100,"['flower-veil', 'triage', 'natural-cure']",fairy,
765,oranguru,15,760,7,"['mega-punch', 'mega-kick', 'body-slam', 'take-down', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'snore', 'spite', 'protect', 'scary-face', 'feint-attack', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'nature-power', 'taunt', 'trick', 'magic-coat', 'brick-break', 'yawn', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'hyper-voice', 'extrasensory', 'block', 'covet', 'calm-mind', 'gravity', 'payback', 'embargo', 'fling', 'last-resort', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'after-you', 'round', 'stored-power', 'ally-switch', 'quash', 'bulldoze', 'work-up', 'confide', 'psychic-terrain', 'instruct', 'brutal-swing', 'expanding-force', 'terrain-pulse', 'tera-blast', 'trailblaze', 'chilling-water', 'psychic-noise']",['oranguru'],90,60,80,90,110,60,"['inner-focus', 'telepathy', 'symbiosis']",normal,psychic
766,passimian,20,828,7,"['mega-punch', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'earthquake', 'toxic', 'quick-attack', 'double-team', 'focus-energy', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'iron-tail', 'vital-throw', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'beat-up', 'uproar', 'facade', 'focus-punch', 'taunt', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'rock-tomb', 'aerial-ace', 'block', 'bulk-up', 'shock-wave', 'gyro-ball', 'feint', 'u-turn', 'close-combat', 'payback', 'assurance', 'fling', 'seed-bomb', 'drain-punch', 'vacuum-wave', 'focus-blast', 'energy-ball', 'giga-impact', 'gunk-shot', 'iron-head', 'grass-knot', 'smack-down', 'low-sweep', 'round', 'quick-guard', 'acrobatics', 'retaliate', 'bestow', 'bulldoze', 'work-up', 'electroweb', 'confide', 'laser-focus', 'brutal-swing', 'coaching', 'tera-blast', 'trailblaze', 'chilling-water', 'upper-hand']",['passimian'],100,120,90,40,60,80,"['receiver', 'defiant']",fighting,
767,wimpod,5,120,7,"['sand-attack', 'surf', 'toxic', 'screech', 'double-team', 'harden', 'defense-curl', 'waterfall', 'swift', 'leech-life', 'rest', 'substitute', 'snore', 'protect', 'spikes', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'hail', 'facade', 'taunt', 'mud-shot', 'assurance', 'bug-buzz', 'aqua-jet', 'wide-guard', 'round', 'scald', 'struggle-bug', 'confide', 'skitter-smack']",['wimpod'],25,35,40,20,30,80,['wimp-out'],bug,water
768,golisopod,20,1080,7,"['swords-dance', 'sand-attack', 'pin-missile', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'screech', 'double-team', 'defense-curl', 'waterfall', 'swift', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'spite', 'protect', 'sludge-bomb', 'spikes', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'rock-smash', 'hail', 'facade', 'taunt', 'brick-break', 'knock-off', 'endeavor', 'dive', 'rock-tomb', 'muddy-water', 'aerial-ace', 'iron-defense', 'bulk-up', 'mud-shot', 'water-pulse', 'close-combat', 'payback', 'assurance', 'fling', 'sucker-punch', 'poison-jab', 'dark-pulse', 'x-scissor', 'bug-buzz', 'focus-blast', 'giga-impact', 'shadow-claw', 'iron-head', 'bug-bite', 'venoshock', 'sludge-wave', 'round', 'scald', 'struggle-bug', 'frost-breath', 'drill-run', 'dual-chop', 'razor-shell', 'snarl', 'confide', 'first-impression', 'laser-focus', 'throat-chop', 'liquidation', 'skitter-smack']",['golisopod'],75,125,140,60,90,40,['emergency-exit'],bug,water
769,sandygast,5,700,7,"['sand-attack', 'absorb', 'mega-drain', 'earthquake', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'harden', 'confuse-ray', 'amnesia', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'destiny-bond', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'facade', 'trick', 'role-play', 'recycle', 'skill-swap', 'imprison', 'astonish', 'rock-tomb', 'sand-tomb', 'iron-defense', 'block', 'mud-shot', 'gravity', 'brine', 'fling', 'rock-polish', 'energy-ball', 'earth-power', 'flash-cannon', 'stone-edge', 'stealth-rock', 'after-you', 'round', 'hex', 'bulldoze', 'confide', 'infestation', 'shore-up', 'poltergeist', 'scorching-sands', 'tera-blast', 'chilling-water']",['sandygast'],55,55,80,70,45,15,"['water-compaction', 'sand-veil']",ghost,ground
770,palossand,13,2500,7,"['sand-attack', 'body-slam', 'hyper-beam', 'absorb', 'mega-drain', 'earthquake', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'harden', 'confuse-ray', 'amnesia', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'trick', 'role-play', 'recycle', 'skill-swap', 'imprison', 'astonish', 'rock-tomb', 'sand-tomb', 'iron-defense', 'block', 'mud-shot', 'gravity', 'brine', 'embargo', 'fling', 'rock-polish', 'energy-ball', 'earth-power', 'giga-impact', 'flash-cannon', 'stone-edge', 'stealth-rock', 'after-you', 'round', 'hex', 'quash', 'bulldoze', 'confide', 'infestation', 'shore-up', 'terrain-pulse', 'poltergeist', 'scorching-sands', 'tera-blast', 'chilling-water']",['palossand'],85,75,110,100,75,35,"['water-compaction', 'sand-veil']",ghost,ground
771,pyukumuku,3,12,7,"['counter', 'toxic', 'screech', 'double-team', 'recover', 'harden', 'light-screen', 'reflect', 'bide', 'rest', 'substitute', 'curse', 'spite', 'protect', 'endure', 'swagger', 'attract', 'sleep-talk', 'safeguard', 'pain-split', 'baton-pass', 'rain-dance', 'mirror-coat', 'psych-up', 'hail', 'memento', 'taunt', 'helping-hand', 'recycle', 'mud-sport', 'tickle', 'block', 'water-sport', 'gastro-acid', 'soak', 'quash', 'bestow', 'confide', 'venom-drench', 'purify']",['pyukumuku'],55,60,130,30,130,5,"['innards-out', 'unaware']",water,
772,type-null,19,1205,7,"['razor-wind', 'swords-dance', 'tackle', 'take-down', 'double-edge', 'roar', 'hyper-beam', 'thunder-wave', 'toxic', 'rage', 'double-team', 'swift', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'snore', 'protect', 'scary-face', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'hail', 'facade', 'magic-coat', 'imprison', 'crush-claw', 'metal-sound', 'signal-beam', 'aerial-ace', 'iron-defense', 'dragon-claw', 'u-turn', 'payback', 'heal-block', 'punishment', 'last-resort', 'air-slash', 'x-scissor', 'giga-impact', 'shadow-claw', 'iron-head', 'double-hit', 'flame-charge', 'round', 'work-up', 'confide', 'terrain-pulse']",['type-null'],95,95,95,95,95,59,['battle-armor'],normal,
773,silvally,23,1005,7,"['razor-wind', 'swords-dance', 'tackle', 'take-down', 'double-edge', 'bite', 'roar', 'flamethrower', 'surf', 'ice-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'rage', 'double-team', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'snore', 'reversal', 'protect', 'scary-face', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'heat-wave', 'hail', 'facade', 'magic-coat', 'imprison', 'hyper-voice', 'poison-fang', 'crush-claw', 'metal-sound', 'signal-beam', 'aerial-ace', 'iron-defense', 'dragon-claw', 'tailwind', 'u-turn', 'payback', 'heal-block', 'punishment', 'last-resort', 'air-slash', 'x-scissor', 'giga-impact', 'shadow-claw', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'flash-cannon', 'defog', 'draco-meteor', 'iron-head', 'double-hit', 'flame-charge', 'round', 'water-pledge', 'fire-pledge', 'grass-pledge', 'work-up', 'snarl', 'parting-shot', 'confide', 'laser-focus', 'psychic-fangs', 'multi-attack', 'steel-beam', 'terrain-pulse']","['silvally-normal', 'silvally-fighting', 'silvally-flying', 'silvally-poison', 'silvally-ground', 'silvally-rock', 'silvally-bug', 'silvally-ghost', 'silvally-steel', 'silvally-fire', 'silvally-water', 'silvally-grass', 'silvally-electric', 'silvally-psychic', 'silvally-ice', 'silvally-dragon', 'silvally-dark', 'silvally-fairy']",95,95,95,95,95,95,['rks-system'],normal,
774,minior-red-meteor,3,400,7,"['tackle', 'take-down', 'double-edge', 'hyper-beam', 'solar-beam', 'earthquake', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'psych-up', 'ancient-power', 'facade', 'endeavor', 'rock-tomb', 'cosmic-power', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'u-turn', 'last-resort', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'zen-headbutt', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'autotomize', 'telekinesis', 'round', 'shell-smash', 'acrobatics', 'bulldoze', 'confide', 'dazzling-gleam', 'meteor-beam', 'scorching-sands', 'tera-blast']",['minior-red-meteor'],60,60,100,60,100,60,['shields-down'],rock,flying
775,komala,4,199,7,"['swords-dance', 'slam', 'body-slam', 'take-down', 'thrash', 'double-edge', 'sing', 'hyper-beam', 'low-kick', 'earthquake', 'toxic', 'double-team', 'defense-curl', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'flail', 'reversal', 'protect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'stockpile', 'spit-up', 'swallow', 'facade', 'wish', 'superpower', 'brick-break', 'yawn', 'knock-off', 'endeavor', 'rock-tomb', 'bulk-up', 'calm-mind', 'u-turn', 'payback', 'fling', 'last-resort', 'sucker-punch', 'seed-bomb', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'gunk-shot', 'iron-head', 'wood-hammer', 'low-sweep', 'round', 'quash', 'acrobatics', 'bulldoze', 'work-up', 'play-rough', 'confide', 'stomping-tantrum', 'tera-blast', 'ice-spinner', 'trailblaze']",['komala'],65,115,65,75,95,65,['comatose'],normal,
776,turtonator,20,2120,7,"['mega-punch', 'mega-kick', 'tackle', 'body-slam', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'earthquake', 'toxic', 'double-team', 'smog', 'fire-blast', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'iron-tail', 'hidden-power', 'sunny-day', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'taunt', 'revenge', 'endeavor', 'hyper-voice', 'overheat', 'rock-tomb', 'iron-defense', 'block', 'dragon-claw', 'bulk-up', 'shock-wave', 'payback', 'fling', 'dragon-pulse', 'focus-blast', 'giga-impact', 'flash-cannon', 'draco-meteor', 'iron-head', 'stone-edge', 'charge-beam', 'head-smash', 'wide-guard', 'venoshock', 'smack-down', 'heavy-slam', 'flame-charge', 'round', 'shell-smash', 'incinerate', 'bulldoze', 'dragon-tail', 'work-up', 'heat-crash', 'confide', 'brutal-swing', 'shell-trap', 'stomping-tantrum', 'body-press', 'scale-shot', 'burning-jealousy', 'lash-out', 'scorching-sands']",['turtonator'],60,78,135,91,85,36,['shell-armor'],fire,dragon
777,togedemaru,3,33,7,"['tackle', 'twineedle', 'pin-missile', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'double-team', 'defense-curl', 'reflect', 'swift', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'flail', 'reversal', 'protect', 'endure', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'fake-out', 'facade', 'charge', 'helping-hand', 'role-play', 'wish', 'endeavor', 'tickle', 'bounce', 'covet', 'shock-wave', 'gravity', 'gyro-ball', 'u-turn', 'payback', 'assurance', 'fling', 'last-resort', 'magnet-rise', 'poison-jab', 'giga-impact', 'zen-headbutt', 'discharge', 'iron-head', 'grass-knot', 'charge-beam', 'electro-ball', 'after-you', 'round', 'volt-switch', 'work-up', 'electroweb', 'wild-charge', 'fell-stinger', 'disarming-voice', 'confide', 'spiky-shield', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'zing-zap', 'steel-beam', 'steel-roller', 'rising-voltage']",['togedemaru'],65,98,63,40,73,96,"['iron-barbs', 'lightning-rod', 'sturdy']",electric,steel
778,mimikyu-disguised,2,7,7,"['scratch', 'swords-dance', 'take-down', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'dream-eater', 'leech-life', 'splash', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'destiny-bond', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'beat-up', 'will-o-wisp', 'facade', 'taunt', 'trick', 'grudge', 'snatch', 'astonish', 'bulk-up', 'covet', 'payback', 'embargo', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'x-scissor', 'drain-punch', 'giga-impact', 'shadow-claw', 'shadow-sneak', 'trick-room', 'charge-beam', 'wood-hammer', 'hone-claws', 'telekinesis', 'magic-room', 'after-you', 'round', 'hex', 'work-up', 'phantom-force', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'infestation', 'burning-jealousy', 'tera-blast', 'pounce', 'trailblaze']",['mimikyu-disguised'],55,90,80,50,105,96,['disguise'],ghost,fairy
779,bruxish,9,190,7,"['swords-dance', 'take-down', 'bite', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'screech', 'double-team', 'light-screen', 'reflect', 'waterfall', 'dream-eater', 'psywave', 'rest', 'super-fang', 'substitute', 'snore', 'protect', 'scary-face', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'whirlpool', 'uproar', 'torment', 'facade', 'taunt', 'magic-coat', 'snatch', 'poison-fang', 'astonish', 'signal-beam', 'aerial-ace', 'bulk-up', 'calm-mind', 'water-pulse', 'payback', 'embargo', 'fling', 'aqua-tail', 'giga-impact', 'ice-fang', 'trick-room', 'aqua-jet', 'wonder-room', 'psyshock', 'venoshock', 'telekinesis', 'magic-room', 'synchronoise', 'after-you', 'round', 'ally-switch', 'scald', 'frost-breath', 'confide', 'psychic-terrain', 'psychic-fangs', 'liquidation', 'expanding-force', 'flip-turn', 'wave-crash', 'tera-blast', 'chilling-water', 'psychic-noise']",['bruxish'],68,105,70,70,70,92,"['dazzling', 'strong-jaw', 'wonder-skin']",water,psychic
